id,category_id,tag_key,tag_name
235,26,tramites_gobierno,Trámites
236,26,contabilidad,Contabilidad
237,26,declaraciones,Declaraciones
238,26,nomina,Nómina
239,26,asesoria_fiscal,Asesoría fiscal
240,26,finanzas_personales,Finanzas personales
241,26,asesoria_empresarial,Asesoría empresarial
242,27,diseno_logo,Diseño logo
243,27,identidad_visual,Identidad visual
244,27,piezas_redes,Piezas redes
245,27,gestion_redes,Gestión redes
246,27,creacion_contenido,Contenido
247,27,copywriting,Copywriting
248,27,folleteria,Folletería
249,27,presentaciones,Presentaciones
250,27,edicion_foto_creativa,Edición foto
